Nombre,Equipo,Juegos Jugados,Anotaciones,Promedio
Yahir,Mayaguez San Benito,3,41
Bradley,Mayaguez San Benito,3,41
Michael,Arecibo Colegio San Felipe,2,39
Nick,Mayaguez San Benito,3,38
Deryk,Mayaguez San Benito,3,32
Luis,Rio Grande Kingdom,2,27
Sebastian,Guaynabo Adianez,1,26
Geryad,Mayaguez San Benito,3,26
Ektor,Dorado Kingdom Christian Academy,2,25
Yahil,Ponce San Conrado,1,23
